Resource ID,Disaster ID,Resource Type,Quantity,Cost (USD),Deployment Date,Location,Status
R-6075,D-2255,Shelter,196,30992.82,11/4/2009,Thane,Pending
R-6076,D-2767,Shelter,355,36973.6,5/24/2005,Aurangabad,Used
R-6077,D-1272,Clothing,971,24183.21,9/14/2019,Mumbai,Used
R-6078,D-1741,Food,303,30717.65,12/18/2021,Mumbai,Used
R-6079,D-2592,Clothing,488,37581.77,3/21/2017,Solapur,Used
R-6080,D-1964,Medical Kits,165,39700.65,7/15/2013,Kolhapur,Pending
R-6081,D-1119,Medical Kits,501,38546.28,3/10/2010,Thane,Used
R-6082,D-1495,Clothing,848,45143.93,4/2/2012,Ratnagiri,Used
R-6083,D-1569,Shelter,901,21477.9,10/20/2022,Nashik,Pending
R-6084,D-2855,Food,190,36821.4,8/2/2011,Pune,Used
R-6085,D-1797,Clothing,424,18457.98,6/20/2007,Nagpur,Allocated
R-6086,D-1443,Food,17,12414.68,2/17/2023,Solapur,Used
R-6087,D-2008,Rescue Equipment,634,44223.04,2/26/2016,Ratnagiri,Pending
R-6088,D-1714,Shelter,769,924.36,7/27/2008,Ratnagiri,Pending
R-6089,D-2932,Water,181,22013.7,5/24/2008,Pune,Pending
R-6090,D-1317,Medical Kits,149,48438.95,2/25/2008,Mumbai,Allocated
R-6091,D-1955,Medical Kits,558,14006.55,5/1/2008,Pune,Pending
R-6092,D-1912,Medical Kits,769,11316.65,1/14/2020,Satara,Pending
R-6093,D-2729,Rescue Equipment,749,39958.54,9/1/2016,Nagpur,Allocated
R-6094,D-1983,Food,250,43272.72,9/26/2022,Mumbai,Pending
R-6095,D-1526,Shelter,124,41268.93,8/20/2007,Mumbai,Allocated
R-6096,D-2039,Medical Kits,239,11568.8,2/15/2021,Kolhapur,Pending
R-6097,D-2048,Water,656,33985.62,11/27/2014,Pune,Pending
R-6098,D-1962,Food,366,33225.17,5/27/2021,Pune,Allocated
R-6099,D-2982,Medical Kits,749,37884.91,4/27/2007,Pune,Used
R-6100,D-2282,Medical Kits,669,43471.63,4/6/2018,Ratnagiri,Allocated
R-6101,D-2476,Rescue Equipment,971,42352.86,4/28/2010,Satara,Allocated
R-6102,D-2041,Rescue Equipment,69,1053.79,4/22/2023,Mumbai,Pending
R-6103,D-1148,Clothing,934,1699.5,4/9/2006,Mumbai,Pending
R-6104,D-1195,Clothing,729,48014.5,2/4/2019,Mumbai,Used
R-6105,D-2270,Clothing,928,19627.6,9/29/2008,Pune,Allocated
R-6106,D-2067,Food,741,42314.77,12/12/2021,Aurangabad,Pending
R-6107,D-1855,Water,900,38958.45,11/18/2008,Satara,Used
R-6108,D-2469,Water,929,9947.98,4/25/2007,Ratnagiri,Pending
R-6109,D-2231,Rescue Equipment,789,46001.07,5/15/2023,Ratnagiri,Pending
R-6110,D-2060,Medical Kits,331,27609.0,3/9/2014,Thane,Used
R-6111,D-2902,Shelter,464,43465.23,8/22/2014,Solapur,Allocated
R-6112,D-2300,Shelter,73,12588.5,2/21/2007,Mumbai,Used
R-6113,D-1068,Rescue Equipment,892,37698.1,6/5/2016,Mumbai,Pending
R-6114,D-2971,Medical Kits,936,46356.88,11/23/2023,Nagpur,Used
R-6115,D-1277,Shelter,585,10139.93,7/10/2023,Kolhapur,Allocated
R-6116,D-2489,Shelter,841,18861.58,7/26/2023,Thane,Pending
R-6117,D-2991,Medical Kits,872,10486.46,2/23/2006,Satara,Pending
R-6118,D-2797,Rescue Equipment,318,25355.39,4/4/2023,Nashik,Allocated
R-6119,D-2212,Food,464,6461.14,9/1/2006,Solapur,Used
R-6120,D-2615,Shelter,155,30597.03,6/14/2022,Mumbai,Used
R-6121,D-1411,Food,187,18657.53,9/6/2004,Nashik,Pending
R-6122,D-1230,Clothing,612,36118.59,10/9/2022,Ratnagiri,Allocated
R-6123,D-2033,Rescue Equipment,1000,2198.99,11/20/2015,Pune,Used
R-6124,D-2416,Rescue Equipment,967,16119.33,7/26/2019,Solapur,Used
R-6125,D-2380,Clothing,377,10582.14,9/22/2014,Thane,Pending
R-6126,D-2087,Shelter,984,6409.04,4/19/2014,Mumbai,Used
R-6127,D-2939,Rescue Equipment,673,16756.03,5/21/2007,Thane,Pending
R-6128,D-1301,Rescue Equipment,616,25874.68,1/17/2007,Ratnagiri,Used
R-6129,D-1339,Clothing,688,43179.26,12/18/2020,Solapur,Allocated
R-6130,D-2052,Rescue Equipment,760,42823.32,4/6/2008,Kolhapur,Used
R-6131,D-2443,Shelter,883,39956.82,11/15/2005,Solapur,Pending
R-6132,D-2042,Rescue Equipment,891,48344.79,7/13/2018,Aurangabad,Pending
R-6133,D-1516,Rescue Equipment,212,19940.46,11/14/2018,Kolhapur,Pending
R-6134,D-1281,Clothing,718,14424.93,4/23/2018,Kolhapur,Allocated
R-6135,D-1511,Food,532,11047.81,9/21/2007,Mumbai,Allocated
R-6136,D-1850,Clothing,528,24357.36,12/28/2010,Nagpur,Pending
R-6137,D-1650,Clothing,716,1040.93,6/19/2017,Nashik,Allocated
R-6138,D-1050,Food,910,26188.09,3/23/2009,Nashik,Allocated
R-6139,D-2231,Water,706,48416.22,5/6/2010,Nagpur,Allocated
R-6140,D-1951,Medical Kits,290,2863.67,5/25/2013,Solapur,Allocated
R-6141,D-1127,Food,489,22205.17,11/25/2013,Kolhapur,Allocated
R-6142,D-2477,Clothing,41,19098.51,7/23/2008,Kolhapur,Allocated
R-6143,D-2623,Rescue Equipment,954,26614.9,4/22/2021,Thane,Allocated
R-6144,D-1880,Clothing,999,17351.9,9/7/2017,Nagpur,Allocated
R-6145,D-1765,Shelter,25,24600.35,9/20/2015,Ratnagiri,Pending
R-6146,D-1165,Water,977,31871.85,4/15/2022,Thane,Used
R-6147,D-2919,Rescue Equipment,379,8643.6,5/22/2020,Solapur,Used
R-6148,D-1168,Rescue Equipment,714,17024.84,3/21/2008,Mumbai,Allocated
R-6149,D-2148,Food,21,4326.58,9/10/2011,Solapur,Pending
R-6150,D-1051,Food,554,2558.95,9/24/2023,Satara,Allocated
R-6151,D-1092,Rescue Equipment,459,45649.11,12/21/2010,Nagpur,Used
R-6152,D-2202,Food,115,5358.45,10/6/2018,Kolhapur,Allocated
R-6153,D-2070,Food,559,29365.39,10/18/2020,Solapur,Used
R-6154,D-1238,Food,115,19883.33,12/18/2015,Nashik,Used
R-6155,D-1887,Rescue Equipment,244,1552.51,5/30/2013,Mumbai,Pending
R-6156,D-2085,Food,572,44762.75,10/19/2007,Pune,Allocated
R-6157,D-2606,Clothing,544,36123.95,1/18/2013,Pune,Allocated
R-6158,D-1960,Shelter,544,2384.59,10/19/2007,Satara,Used
R-6159,D-1367,Clothing,47,2119.12,1/4/2006,Aurangabad,Pending
R-6160,D-1640,Clothing,453,48860.38,11/15/2011,Kolhapur,Allocated
R-6161,D-2238,Rescue Equipment,117,25722.03,12/29/2021,Nagpur,Pending
R-6162,D-2456,Medical Kits,799,34720.86,7/13/2023,Ratnagiri,Used
R-6163,D-1248,Food,827,17142.15,5/14/2006,Aurangabad,Used
R-6164,D-2772,Water,654,26194.33,5/1/2004,Solapur,Pending
R-6165,D-2860,Water,839,22678.6,3/25/2007,Solapur,Used
R-6166,D-1731,Water,299,43610.7,12/20/2023,Thane,Allocated
R-6167,D-1409,Medical Kits,603,7776.44,2/7/2006,Pune,Pending
R-6168,D-2602,Medical Kits,69,18611.57,3/15/2015,Satara,Used
R-6169,D-1401,Shelter,35,25628.83,1/17/2015,Satara,Used
R-6170,D-2356,Clothing,362,23762.12,3/13/2004,Nashik,Used
R-6171,D-2822,Food,535,29043.27,12/29/2013,Aurangabad,Allocated
R-6172,D-2424,Shelter,372,24188.63,12/17/2015,Pune,Allocated
R-6173,D-1903,Shelter,351,4752.97,11/17/2017,Nagpur,Used
R-6174,D-1027,Water,259,31914.49,8/24/2021,Aurangabad,Pending
R-6175,D-1051,Shelter,971,23075.6,9/27/2004,Pune,Pending
R-6176,D-1166,Water,772,3521.22,9/16/2011,Nashik,Allocated
R-6177,D-1697,Water,90,33627.31,2/8/2009,Solapur,Used
R-6178,D-2497,Water,619,11960.5,7/13/2023,Thane,Used
R-6179,D-2260,Shelter,829,20741.17,7/12/2013,Kolhapur,Allocated
R-6180,D-2385,Rescue Equipment,376,11447.75,2/3/2012,Solapur,Pending
R-6181,D-2466,Clothing,321,42457.15,2/6/2019,Nashik,Used
R-6182,D-1522,Shelter,66,14642.7,10/26/2005,Thane,Allocated
R-6183,D-1461,Rescue Equipment,135,37637.25,10/12/2007,Satara,Used
R-6184,D-1337,Food,34,33721.88,9/15/2008,Ratnagiri,Pending
R-6185,D-2740,Shelter,942,43072.92,9/29/2014,Solapur,Allocated
R-6186,D-2368,Water,533,19555.69,12/10/2013,Nashik,Pending
R-6187,D-1376,Rescue Equipment,577,5814.21,8/30/2007,Thane,Allocated
R-6188,D-1400,Water,946,32738.23,1/10/2022,Satara,Used
R-6189,D-1987,Water,391,38225.91,4/9/2023,Nagpur,Used
R-6190,D-1888,Medical Kits,620,34737.52,12/19/2006,Mumbai,Used
R-6191,D-1848,Clothing,118,14305.18,7/14/2018,Solapur,Used
R-6192,D-1275,Food,941,18568.03,6/23/2016,Nagpur,Allocated
R-6193,D-1600,Shelter,313,29605.32,2/3/2017,Ratnagiri,Used
R-6194,D-1613,Food,22,8478.08,1/30/2010,Solapur,Pending
R-6195,D-1443,Medical Kits,93,30047.08,1/6/2016,Satara,Allocated
R-6196,D-1165,Rescue Equipment,155,46450.39,1/21/2011,Nagpur,Allocated
R-6197,D-2743,Water,513,8581.48,7/15/2018,Ratnagiri,Pending
R-6198,D-2968,Rescue Equipment,490,41300.89,11/15/2017,Aurangabad,Allocated
R-6199,D-1316,Water,490,1221.98,5/28/2012,Solapur,Pending
R-6200,D-2214,Food,748,35585.57,11/15/2014,Mumbai,Allocated
R-6201,D-2978,Medical Kits,989,48118.86,4/9/2006,Solapur,Pending
R-6202,D-2632,Water,543,4096.84,9/24/2017,Ratnagiri,Used
R-6203,D-1483,Food,703,39510.94,4/28/2018,Nagpur,Allocated
R-6204,D-2017,Clothing,475,3361.5,1/26/2009,Satara,Pending
R-6205,D-2235,Clothing,507,1758.89,12/22/2014,Thane,Pending
R-6206,D-1401,Food,999,22758.31,5/12/2016,Mumbai,Used
R-6207,D-1941,Water,740,12111.58,1/26/2012,Ratnagiri,Allocated
R-6208,D-2168,Rescue Equipment,341,4682.79,10/1/2017,Satara,Allocated
R-6209,D-1264,Clothing,423,12575.33,10/24/2022,Aurangabad,Used
R-6210,D-2413,Water,196,45020.12,9/12/2005,Pune,Allocated
R-6211,D-2237,Rescue Equipment,729,12752.83,8/16/2012,Thane,Pending
R-6212,D-1845,Clothing,746,47305.07,3/11/2012,Aurangabad,Used
R-6213,D-1714,Shelter,857,21292.61,1/10/2019,Solapur,Allocated
R-6214,D-1128,Water,497,30597.7,6/1/2005,Pune,Allocated
R-6215,D-1088,Medical Kits,103,42509.74,6/22/2020,Satara,Pending
R-6216,D-2033,Clothing,581,12996.3,7/10/2020,Nagpur,Allocated
R-6217,D-2518,Clothing,82,22071.03,8/28/2012,Nagpur,Allocated
R-6218,D-1794,Food,805,22800.71,10/15/2017,Mumbai,Used
R-6219,D-2131,Water,577,14509.83,9/3/2014,Satara,Pending
R-6220,D-2417,Clothing,276,39832.54,1/18/2018,Mumbai,Used
R-6221,D-2004,Water,666,21735.3,4/23/2009,Satara,Pending
R-6222,D-1398,Water,965,16628.31,7/13/2007,Nagpur,Pending
R-6223,D-2888,Clothing,896,4390.56,6/7/2005,Nagpur,Used
R-6224,D-1656,Water,685,24532.2,11/7/2022,Ratnagiri,Allocated
R-6225,D-2998,Water,757,18171.79,12/21/2017,Satara,Allocated
R-6226,D-2868,Shelter,101,33565.4,5/21/2019,Kolhapur,Pending
R-6227,D-2537,Medical Kits,464,10533.58,7/30/2023,Thane,Pending
R-6228,D-2333,Medical Kits,466,13106.18,1/8/2013,Kolhapur,Allocated
R-6229,D-1366,Food,758,31495.78,6/1/2015,Kolhapur,Pending
R-6230,D-1995,Shelter,321,27362.96,9/20/2018,Aurangabad,Allocated
R-6231,D-2859,Shelter,141,14933.27,3/1/2005,Mumbai,Pending
R-6232,D-1308,Food,92,9669.65,4/5/2017,Solapur,Pending
R-6233,D-1175,Medical Kits,970,22669.44,7/3/2012,Mumbai,Used
R-6234,D-1608,Shelter,805,27538.42,12/9/2011,Aurangabad,Used
R-6235,D-1853,Clothing,511,12225.26,12/16/2009,Thane,Allocated
R-6236,D-2115,Food,79,19684.87,12/27/2004,Nashik,Used
R-6237,D-1865,Food,26,28919.87,9/6/2008,Nagpur,Used
R-6238,D-1649,Medical Kits,710,5763.48,2/28/2012,Nashik,Pending
R-6239,D-1194,Rescue Equipment,644,46771.47,5/18/2019,Solapur,Used
R-6240,D-1454,Rescue Equipment,13,18176.23,3/13/2012,Aurangabad,Pending
R-6241,D-2408,Clothing,62,12220.09,6/8/2023,Nashik,Pending
R-6242,D-2728,Rescue Equipment,129,15682.72,5/18/2006,Pune,Used
R-6243,D-1788,Water,222,15771.56,9/7/2012,Mumbai,Allocated
R-6244,D-1351,Food,755,46373.16,5/30/2015,Solapur,Used
R-6245,D-2939,Food,142,36006.65,7/23/2020,Mumbai,Used
R-6246,D-2903,Food,12,25606.92,11/16/2017,Nashik,Pending
R-6247,D-2404,Food,704,22074.68,10/11/2018,Mumbai,Pending
R-6248,D-1199,Clothing,137,17513.53,4/24/2014,Nagpur,Allocated
R-6249,D-1830,Shelter,540,28849.84,4/1/2005,Thane,Used
R-6250,D-1593,Rescue Equipment,636,7808.02,3/24/2021,Pune,Used
R-6251,D-2747,Clothing,918,3754.92,7/20/2023,Nagpur,Pending
R-6252,D-2909,Clothing,753,40682.44,1/13/2009,Kolhapur,Pending
R-6253,D-1511,Shelter,281,24287.64,2/21/2018,Kolhapur,Used
R-6254,D-1498,Clothing,744,18829.67,8/8/2017,Kolhapur,Allocated
R-6255,D-2918,Water,504,9668.51,12/1/2010,Pune,Used
R-6256,D-1951,Rescue Equipment,740,40048.84,5/23/2005,Nagpur,Used
R-6257,D-1904,Medical Kits,320,42920.79,12/28/2023,Nashik,Allocated
R-6258,D-2097,Water,219,18519.16,12/9/2013,Nashik,Used
R-6259,D-1451,Medical Kits,75,14205.68,11/22/2013,Nashik,Used
R-6260,D-1245,Water,924,17379.54,4/17/2016,Satara,Pending
R-6261,D-1131,Food,237,39386.97,7/12/2020,Ratnagiri,Pending
R-6262,D-2442,Medical Kits,59,36726.49,3/14/2007,Solapur,Used
R-6263,D-2598,Clothing,289,15425.8,3/10/2022,Ratnagiri,Used
R-6264,D-2722,Medical Kits,620,36627.73,7/21/2004,Solapur,Used
R-6265,D-1363,Clothing,831,27661.87,6/21/2023,Kolhapur,Used
R-6266,D-1299,Shelter,287,20136.74,5/13/2013,Ratnagiri,Allocated
R-6267,D-2575,Food,353,32102.19,4/30/2009,Thane,Allocated
R-6268,D-1398,Clothing,393,39081.39,1/11/2007,Mumbai,Pending
R-6269,D-1854,Clothing,637,16547.02,11/2/2015,Kolhapur,Allocated
R-6270,D-1674,Shelter,771,41400.61,8/16/2009,Mumbai,Used
R-6271,D-2807,Food,280,42088.89,9/22/2013,Kolhapur,Pending
R-6272,D-1883,Rescue Equipment,385,20769.53,8/16/2017,Solapur,Used
R-6273,D-1947,Water,15,29080.25,6/24/2019,Thane,Used
R-6274,D-2409,Shelter,694,8498.7,6/13/2004,Satara,Used
R-6275,D-1535,Rescue Equipment,190,27986.39,1/29/2018,Kolhapur,Used
R-6276,D-1448,Clothing,352,31402.46,6/17/2014,Nashik,Pending
R-6277,D-2467,Water,218,48634.67,7/17/2022,Mumbai,Pending
R-6278,D-2419,Clothing,865,22583.03,12/21/2010,Nashik,Used
R-6279,D-2580,Medical Kits,416,10637.47,3/28/2012,Mumbai,Allocated
R-6280,D-1765,Clothing,710,20858.14,8/23/2019,Pune,Used
R-6281,D-2839,Water,72,10756.03,10/6/2014,Mumbai,Pending
R-6282,D-2788,Food,852,43080.94,10/17/2007,Nagpur,Pending
R-6283,D-1440,Clothing,729,18698.46,9/23/2006,Mumbai,Used
R-6284,D-1659,Rescue Equipment,891,5606.79,11/28/2004,Satara,Pending
R-6285,D-2944,Clothing,106,46916.13,11/16/2016,Ratnagiri,Pending
R-6286,D-1643,Rescue Equipment,305,34900.07,5/2/2012,Mumbai,Allocated
R-6287,D-2565,Medical Kits,963,21467.24,11/30/2007,Nagpur,Pending
R-6288,D-1899,Food,880,19547.44,9/11/2017,Kolhapur,Allocated
R-6289,D-1469,Medical Kits,609,38503.01,8/12/2021,Solapur,Used
R-6290,D-1089,Food,107,35013.59,3/16/2014,Ratnagiri,Allocated
R-6291,D-2892,Medical Kits,497,30148.06,1/10/2012,Ratnagiri,Pending
R-6292,D-2262,Rescue Equipment,178,8043.97,12/17/2022,Aurangabad,Allocated
R-6293,D-2306,Rescue Equipment,544,4755.0,10/29/2008,Solapur,Pending
R-6294,D-2685,Medical Kits,895,9538.5,12/29/2019,Ratnagiri,Pending
R-6295,D-2440,Water,607,8952.86,10/28/2008,Aurangabad,Pending
R-6296,D-1742,Shelter,647,43787.51,9/2/2005,Nagpur,Pending
R-6297,D-2145,Clothing,956,5677.35,9/30/2005,Thane,Allocated
R-6298,D-2785,Food,663,47420.74,8/3/2014,Pune,Pending
R-6299,D-1812,Clothing,200,28128.86,3/6/2020,Nashik,Pending
R-6300,D-1951,Shelter,517,32993.77,1/10/2007,Ratnagiri,Pending
R-6301,D-2882,Food,232,7471.55,2/3/2007,Satara,Used
R-6302,D-2092,Rescue Equipment,117,29723.78,7/28/2021,Pune,Used
R-6303,D-2479,Water,183,37486.54,3/20/2018,Satara,Pending
R-6304,D-2142,Clothing,683,42523.75,11/14/2016,Solapur,Used
R-6305,D-2685,Shelter,134,2670.81,1/8/2017,Nagpur,Allocated
R-6306,D-1877,Food,249,2000.59,6/20/2023,Mumbai,Pending
R-6307,D-2630,Rescue Equipment,737,4295.46,9/9/2007,Aurangabad,Used
R-6308,D-2467,Clothing,243,5796.9,9/8/2018,Aurangabad,Pending
R-6309,D-1902,Water,596,6357.87,11/15/2023,Nagpur,Pending
R-6310,D-2575,Medical Kits,757,7860.76,7/31/2009,Aurangabad,Used
R-6311,D-1768,Medical Kits,827,30872.39,4/22/2007,Ratnagiri,Pending
R-6312,D-2769,Medical Kits,628,13000.83,4/4/2008,Ratnagiri,Pending
R-6313,D-2802,Clothing,494,31276.33,5/5/2005,Nashik,Used
R-6314,D-2689,Food,44,49428.96,2/20/2006,Mumbai,Pending
R-6315,D-2421,Rescue Equipment,102,45851.25,8/11/2020,Aurangabad,Allocated
R-6316,D-1802,Medical Kits,418,29247.48,9/17/2023,Pune,Used
R-6317,D-2039,Rescue Equipment,297,13870.33,8/22/2015,Satara,Used
R-6318,D-2428,Food,36,8321.11,11/7/2014,Ratnagiri,Allocated
R-6319,D-2771,Rescue Equipment,875,30954.17,9/16/2008,Kolhapur,Used
R-6320,D-1850,Clothing,908,47416.56,7/21/2016,Mumbai,Allocated
R-6321,D-1162,Clothing,228,15888.25,6/24/2023,Mumbai,Pending
R-6322,D-1003,Rescue Equipment,158,26214.26,5/22/2010,Thane,Pending
R-6323,D-2924,Clothing,220,31814.25,4/25/2015,Kolhapur,Used
R-6324,D-2219,Food,886,34344.89,1/25/2019,Satara,Used
R-6325,D-1483,Clothing,813,4325.07,3/5/2018,Nashik,Used
R-6326,D-1942,Rescue Equipment,173,42442.74,5/27/2012,Kolhapur,Used
R-6327,D-2997,Medical Kits,983,20295.38,6/6/2017,Mumbai,Allocated
R-6328,D-1990,Shelter,18,1000.43,6/2/2020,Nagpur,Used
R-6329,D-2019,Water,342,46484.33,12/7/2016,Aurangabad,Used
R-6330,D-2952,Shelter,604,20780.81,12/6/2020,Satara,Used
R-6331,D-1283,Rescue Equipment,792,44519.57,1/8/2008,Pune,Pending
R-6332,D-2289,Clothing,120,49917.15,10/10/2016,Satara,Pending
R-6333,D-1033,Rescue Equipment,280,49091.87,1/27/2006,Nashik,Allocated
R-6334,D-1116,Food,987,38783.69,7/13/2004,Nashik,Used
R-6335,D-1880,Rescue Equipment,273,10552.15,12/15/2015,Kolhapur,Used
R-6336,D-1692,Shelter,667,46211.66,10/5/2010,Mumbai,Allocated
R-6337,D-2196,Medical Kits,148,10046.0,10/8/2007,Mumbai,Allocated
R-6338,D-2408,Rescue Equipment,346,24828.54,4/20/2017,Aurangabad,Pending
R-6339,D-2078,Rescue Equipment,221,26176.41,12/19/2021,Solapur,Used
R-6340,D-2797,Shelter,420,25969.8,7/21/2021,Mumbai,Pending
R-6341,D-1360,Water,921,6659.57,7/19/2012,Solapur,Used
R-6342,D-1164,Water,755,48798.45,5/5/2012,Satara,Allocated
R-6343,D-2831,Water,659,43343.35,7/26/2013,Mumbai,Allocated
R-6344,D-1196,Shelter,44,32303.29,8/19/2005,Mumbai,Allocated
R-6345,D-1575,Food,126,7304.59,3/21/2019,Solapur,Allocated
R-6346,D-1276,Shelter,949,34424.74,5/21/2012,Nashik,Used
R-6347,D-1820,Water,281,806.5,11/4/2014,Pune,Used
R-6348,D-2651,Water,245,30516.89,11/7/2018,Thane,Used
R-6349,D-2590,Water,801,21942.02,10/11/2014,Solapur,Pending
R-6350,D-1370,Clothing,37,6788.74,11/22/2015,Ratnagiri,Allocated
R-6351,D-1308,Clothing,848,38924.93,6/28/2006,Nagpur,Pending
R-6352,D-2706,Water,199,46866.4,12/19/2022,Pune,Used
R-6353,D-2658,Clothing,313,3516.06,8/18/2021,Nashik,Pending
R-6354,D-1296,Shelter,580,21518.78,12/10/2019,Nashik,Pending
R-6355,D-1252,Water,313,9865.82,12/9/2017,Thane,Pending
R-6356,D-1327,Food,67,11917.54,10/15/2007,Ratnagiri,Allocated
R-6357,D-1042,Food,927,4088.22,8/25/2023,Mumbai,Pending
R-6358,D-2423,Rescue Equipment,83,29807.1,8/13/2011,Aurangabad,Pending
R-6359,D-2308,Medical Kits,617,45441.77,9/12/2013,Kolhapur,Pending
R-6360,D-2883,Food,395,7408.13,8/31/2017,Satara,Pending
R-6361,D-2964,Water,633,18403.46,12/19/2010,Nashik,Pending
R-6362,D-2739,Shelter,571,11179.17,11/29/2022,Nashik,Allocated
R-6363,D-1985,Shelter,564,4218.96,5/17/2005,Kolhapur,Used
R-6364,D-2448,Medical Kits,885,36016.4,2/11/2004,Solapur,Allocated
R-6365,D-2879,Medical Kits,791,25122.67,2/9/2016,Satara,Allocated
R-6366,D-2875,Medical Kits,415,26140.9,7/10/2005,Kolhapur,Pending
R-6367,D-2084,Rescue Equipment,258,4110.7,3/22/2004,Pune,Allocated
R-6368,D-2809,Rescue Equipment,124,43117.85,8/30/2012,Thane,Allocated
R-6369,D-1716,Medical Kits,698,12196.62,2/3/2020,Nashik,Allocated
R-6370,D-2362,Food,565,28226.35,9/13/2023,Pune,Used
R-6371,D-1199,Shelter,283,7962.56,10/15/2014,Ratnagiri,Pending
R-6372,D-2628,Clothing,449,37419.38,11/26/2013,Kolhapur,Allocated
R-6373,D-2238,Medical Kits,711,5237.18,7/17/2005,Mumbai,Pending
R-6374,D-1364,Water,238,31424.07,3/10/2016,Nagpur,Pending
R-6375,D-2849,Clothing,366,12389.02,8/22/2013,Aurangabad,Used
R-6376,D-1179,Rescue Equipment,107,42456.2,4/10/2020,Ratnagiri,Pending
R-6377,D-2635,Medical Kits,25,20597.09,4/2/2013,Mumbai,Pending
R-6378,D-2002,Medical Kits,433,14932.23,10/23/2009,Aurangabad,Used
R-6379,D-1101,Water,462,6257.92,10/7/2008,Thane,Allocated
R-6380,D-2690,Clothing,478,28181.89,8/16/2020,Nagpur,Allocated
R-6381,D-2851,Rescue Equipment,994,47501.63,10/4/2018,Ratnagiri,Pending
R-6382,D-1733,Rescue Equipment,633,47243.43,8/22/2010,Nashik,Used
R-6383,D-2073,Rescue Equipment,967,23282.11,8/4/2011,Solapur,Allocated
R-6384,D-2345,Water,841,3614.89,5/31/2006,Satara,Pending
R-6385,D-1047,Medical Kits,201,49448.41,4/15/2022,Kolhapur,Used
R-6386,D-2055,Water,264,31106.8,10/18/2005,Ratnagiri,Used
R-6387,D-2580,Medical Kits,628,43524.94,10/29/2007,Ratnagiri,Allocated
R-6388,D-1920,Clothing,878,46383.35,12/15/2008,Satara,Used
R-6389,D-1592,Shelter,690,37393.22,4/29/2010,Thane,Pending
R-6390,D-2237,Water,791,28292.96,1/8/2022,Ratnagiri,Pending
R-6391,D-1435,Water,595,35376.35,3/12/2017,Nashik,Allocated
R-6392,D-1589,Food,769,27823.93,10/3/2016,Pune,Pending
R-6393,D-2988,Shelter,259,17505.95,7/17/2011,Aurangabad,Pending
R-6394,D-1017,Food,581,47286.75,8/18/2014,Thane,Used
R-6395,D-2229,Rescue Equipment,573,21704.47,12/10/2016,Kolhapur,Used
R-6396,D-2302,Medical Kits,432,45170.24,4/19/2020,Thane,Allocated
R-6397,D-2285,Medical Kits,24,42234.76,12/4/2008,Kolhapur,Used
R-6398,D-1817,Water,910,32471.49,2/23/2005,Kolhapur,Allocated
R-6399,D-1428,Water,663,19761.51,5/4/2005,Aurangabad,Used
R-6400,D-2744,Shelter,241,27490.08,4/4/2011,Solapur,Allocated
R-6401,D-2688,Water,554,48308.38,6/16/2006,Thane,Allocated
R-6402,D-2666,Clothing,674,36240.7,10/21/2015,Solapur,Pending
R-6403,D-2194,Food,636,27145.35,2/12/2013,Satara,Allocated
R-6404,D-1929,Medical Kits,582,25789.03,9/26/2018,Kolhapur,Used
R-6405,D-1506,Water,162,27770.82,1/18/2015,Nashik,Used
R-6406,D-2597,Medical Kits,873,41236.53,5/29/2017,Pune,Pending
R-6407,D-2750,Rescue Equipment,232,44811.19,2/3/2011,Pune,Allocated
R-6408,D-2086,Food,109,49534.39,8/20/2018,Mumbai,Pending
R-6409,D-2092,Clothing,907,37332.27,11/10/2019,Kolhapur,Allocated
R-6410,D-2618,Rescue Equipment,874,36486.3,3/10/2012,Solapur,Pending
R-6411,D-2645,Food,906,3532.62,11/12/2009,Pune,Pending
R-6412,D-2228,Food,322,23848.58,5/19/2023,Nagpur,Pending
R-6413,D-2728,Food,793,15381.95,3/3/2008,Kolhapur,Allocated
R-6414,D-1778,Medical Kits,716,46448.1,11/2/2006,Thane,Pending
R-6415,D-2732,Clothing,798,26044.27,6/21/2020,Solapur,Pending
R-6416,D-2550,Medical Kits,988,37343.92,10/24/2009,Nashik,Allocated
R-6417,D-2235,Water,22,26098.41,9/3/2010,Nashik,Used
R-6418,D-1792,Rescue Equipment,624,35695.96,12/23/2017,Aurangabad,Used
R-6419,D-2639,Rescue Equipment,225,1666.6,7/4/2008,Satara,Allocated
R-6420,D-1727,Clothing,99,45320.59,9/26/2010,Solapur,Allocated
R-6421,D-2823,Shelter,986,20629.67,7/31/2017,Solapur,Allocated
R-6422,D-2994,Water,250,47452.15,2/21/2016,Thane,Allocated
R-6423,D-2985,Food,196,28630.62,5/15/2008,Solapur,Allocated
R-6424,D-2311,Medical Kits,939,39723.28,4/2/2006,Aurangabad,Used
R-6425,D-2044,Water,480,25651.2,4/25/2005,Satara,Allocated
R-6426,D-1714,Rescue Equipment,977,7134.12,12/22/2020,Aurangabad,Used
R-6427,D-2798,Medical Kits,574,36736.32,2/7/2021,Nashik,Used
R-6428,D-2258,Water,46,39445.75,7/13/2007,Mumbai,Pending
R-6429,D-2171,Clothing,255,21169.41,6/6/2007,Kolhapur,Allocated
R-6430,D-2031,Clothing,969,15075.73,1/30/2008,Mumbai,Pending
R-6431,D-2518,Clothing,32,36280.0,11/4/2014,Kolhapur,Allocated
R-6432,D-2722,Clothing,651,13326.56,9/29/2011,Pune,Pending
